trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
TRIP_D185_STRUCT_OUT_04,16:40:00,16:40:00,S_CALCO_NAZ,2,0,0
TRIP_D185_STRUCT_OUT_04,16:43:00,16:43:00,S_BEVERATE,3,0,0
TRIP_D185_STRUCT_OUT_04,16:50:00,16:50:00,S_BRIVIO_CASTELLO,4,0,0
TRIP_D185_STRUCT_OUT_04,16:52:00,16:52:00,S_BRIVIO_PONTE,5,0,0
TRIP_D185_STRUCT_OUT_04,16:56:00,16:56:00,S_CISANO_SOSTA,6,0,0
TRIP_D185_STRUCT_OUT_04,17:02:00,17:02:00,S_CAPRINO_CENTRO,7,0,0
TRIP_D185_STRUCT_OUT_04,17:08:00,17:08:00,S_CELANA,8,0,0
TRIP_D185_STRUCT_OUT_05,18:05:00,18:05:00,S_OLGIATE_FS,1,0,0
TRIP_D185_STRUCT_OUT_05,18:10:00,18:10:00,S_CALCO_NAZ,2,0,0
TRIP_D185_STRUCT_OUT_05,18:13:00,18:13:00,S_BEVERATE,3,0,0
TRIP_D185_STRUCT_OUT_05,18:20:00,18:20:00,S_BRIVIO_CASTELLO,4,0,0
TRIP_D185_STRUCT_OUT_05,18:22:00,18:22:00,S_BRIVIO_PONTE,5,0,0
TRIP_D185_STRUCT_OUT_05,18:26:00,18:26:00,S_CISANO_SOSTA,6,0,0
TRIP_D185_STRUCT_OUT_05,18:32:00,18:32:00,S_CAPRINO_CENTRO,7,0,0
TRIP_D185_STRUCT_OUT_05,18:38:00,18:38:00,S_CELANA,8,0,0
TRIP_D185_STRUCT_OUT_06,19:35:00,19:35:00,S_OLGIATE_FS,1,0,0
TRIP_D185_STRUCT_OUT_06,19:40:00,19:40:00,S_CALCO_NAZ,2,0,0
TRIP_D185_STRUCT_OUT_06,19:43:00,19:43:00,S_BEVERATE,3,0,0
TRIP_D185_STRUCT_OUT_06,19:50:00,19:50:00,S_BRIVIO_CASTELLO,4,0,0
TRIP_D185_STRUCT_OUT_06,19:52:00,19:52:00,S_BRIVIO_PONTE,5,0,0
TRIP_D185_STRUCT_OUT_06,19:56:00,19:56:00,S_CISANO_SOSTA,6,0,0
TRIP_D185_STRUCT_OUT_06,20:02:00,20:02:00,S_CAPRINO_CENTRO,7,0,0
TRIP_D185_STRUCT_OUT_06,20:08:00,20:08:00,S_CELANA,8,0,0
TRIP_D185_STRUCT_IN_01,06:40:00,06:40:00,S_CELANA,1,0,0
TRIP_D185_STRUCT_IN_01,06:46:00,06:46:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_STRUCT_IN_01,06:52:00,06:52:00,S_CISANO_SOSTA,3,0,0
TRIP_D185_STRUCT_IN_01,06:56:00,06:56:00,S_BRIVIO_PONTE,4,0,0
TRIP_D185_STRUCT_IN_01,06:58:00,06:58:00,S_BRIVIO_CASTELLO,5,0,0
TRIP_D185_STRUCT_IN_01,07:05:00,07:05:00,S_BEVERATE,6,0,0
TRIP_D185_STRUCT_IN_01,07:08:00,07:08:00,S_CALCO_NAZ,7,0,0
TRIP_D185_STRUCT_IN_01,07:15:00,07:15:00,S_OLGIATE_FS,8,0,0
TRIP_D185_STRUCT_IN_02,08:15:00,08:15:00,S_CELANA,1,0,0
TRIP_D185_STRUCT_IN_02,08:21:00,08:21:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_STRUCT_IN_02,08:27:00,08:27:00,S_CISANO_SOSTA,3,0,0
TRIP_D185_STRUCT_IN_02,08:31:00,08:31:00,S_BRIVIO_PONTE,4,0,0
TRIP_D185_STRUCT_IN_02,08:33:00,08:33:00,S_BRIVIO_CASTELLO,5,0,0
TRIP_D185_STRUCT_IN_02,08:40:00,08:40:00,S_BEVERATE,6,0,0
TRIP_D185_STRUCT_IN_02,08:43:00,08:43:00,S_CALCO_NAZ,7,0,0
TRIP_D185_STRUCT_IN_02,08:50:00,08:50:00,S_OLGIATE_FS,8,0,0
TRIP_D185_STRUCT_IN_03,12:50:00,12:50:00,S_CELANA,1,0,0
TRIP_D185_STRUCT_IN_03,12:56:00,12:56:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_STRUCT_IN_03,13:02:00,13:02:00,S_CISANO_SOSTA,3,0,0
TRIP_D185_STRUCT_IN_03,13:06:00,13:06:00,S_BRIVIO_PONTE,4,0,0
TRIP_D185_STRUCT_IN_03,13:08:00,13:08:00,S_BRIVIO_CASTELLO,5,0,0
TRIP_D185_STRUCT_IN_03,13:15:00,13:15:00,S_BEVERATE,6,0,0
TRIP_D185_STRUCT_IN_03,13:18:00,13:18:00,S_CALCO_NAZ,7,0,0
TRIP_D185_STRUCT_IN_03,13:25:00,13:25:00,S_OLGIATE_FS,8,0,0
TRIP_D185_STRUCT_IN_04,15:50:00,15:50:00,S_CELANA,1,0,0
TRIP_D185_STRUCT_IN_04,15:56:00,15:56:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_STRUCT_IN_04,16:02:00,16:02:00,S_CISANO_SOSTA,3,0,0
TRIP_D185_STRUCT_IN_04,16:06:00,16:06:00,S_BRIVIO_PONTE,4,0,0
TRIP_D185_STRUCT_IN_04,16:08:00,16:08:00,S_BRIVIO_CASTELLO,5,0,0
TRIP_D185_STRUCT_IN_04,16:15:00,16:15:00,S_BEVERATE,6,0,0
TRIP_D185_STRUCT_IN_04,16:18:00,16:18:00,S_CALCO_NAZ,7,0,0
TRIP_D185_STRUCT_IN_04,16:25:00,16:25:00,S_OLGIATE_FS,8,0,0
TRIP_D185_STRUCT_IN_05,17:20:00,17:20:00,S_CELANA,1,0,0
TRIP_D185_STRUCT_IN_05,17:26:00,17:26:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_STRUCT_IN_05,17:32:00,17:32:00,S_CISANO_SOSTA,3,0,0
TRIP_D185_STRUCT_IN_05,17:36:00,17:36:00,S_BRIVIO_PONTE,4,0,0
TRIP_D185_STRUCT_IN_05,17:38:00,17:38:00,S_BRIVIO_CASTELLO,5,0,0
TRIP_D185_STRUCT_IN_05,17:45:00,17:45:00,S_BEVERATE,6,0,0
TRIP_D185_STRUCT_IN_05,17:48:00,17:48:00,S_CALCO_NAZ,7,0,0
TRIP_D185_STRUCT_IN_05,17:55:00,17:55:00,S_OLGIATE_FS,8,0,0
TRIP_D185_STRUCT_IN_06,18:50:00,18:50:00,S_CELANA,1,0,0
TRIP_D185_STRUCT_IN_06,18:56:00,18:56:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_STRUCT_IN_06,19:02:00,19:02:00,S_CISANO_SOSTA,3,0,0
TRIP_D185_STRUCT_IN_06,19:06:00,19:06:00,S_BRIVIO_PONTE,4,0,0
TRIP_D185_STRUCT_IN_06,19:08:00,19:08:00,S_BRIVIO_CASTELLO,5,0,0
TRIP_D185_STRUCT_IN_06,19:15:00,19:15:00,S_BEVERATE,6,0,0
TRIP_D185_STRUCT_IN_06,19:18:00,19:18:00,S_CALCO_NAZ,7,0,0
TRIP_D185_STRUCT_IN_06,19:25:00,19:25:00,S_OLGIATE_FS,8,0,0
