master_source_record_id,source_family,source_record_native_id,operator,route_id,source_stop_name,lat,lon,municipality_reported,physical_municipality_exact,analysis_context_role,source_temporal_status,service_class,legacy_physical_cluster_id,legacy_pro_com_t,source_provenance_status,boarding_point_id_candidate,boarding_point_assignment_status,stop_place_id_candidate,stop_place_assignment_status,routing_terminal_eligibility_status,notes
FROZEN_GTFS::300407,FROZEN_GTFS_REFERENCE,300407,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184|D185,Olgiate Molgora - stazione f.s.,45.73371,9.40576,Olgiate Molgora,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_011,097058,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300407,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300487,FROZEN_GTFS_REFERENCE,300487,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150|D185,Brivio - beverate (tre strade),45.73465,9.42685,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_012,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300487,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300501,FROZEN_GTFS_REFERENCE,300501,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D140,Monte Marenzo - levata (smalti riva),45.77215,9.44324,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_013,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300501,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300527,FROZEN_GTFS_REFERENCE,300527,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D148|D150,Airuno - elettroadda,45.741333,9.423283,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_014,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300527,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300528,FROZEN_GTFS_REFERENCE,300528,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150|D170,Calco - arlate - (provinciale),45.7235,9.443967,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_015,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300528,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300634,FROZEN_GTFS_REFERENCE,300634,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D185,Calco - via Nazionale,45.7296,9.417783,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_016,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300634,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300638,FROZEN_GTFS_REFERENCE,300638,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150,Olginate - fornasette,45.7686,9.424767,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_017,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300638,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300728,FROZEN_GTFS_REFERENCE,300728,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D148,Olgiate Molgora - via statale,45.728633,9.400417,Olgiate Molgora,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_018,097058,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300728,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300729,FROZEN_GTFS_REFERENCE,300729,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D148|D185,Calco - via virgilio (pensilina asf),45.725017,9.40995,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_019,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300729,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300743,FROZEN_GTFS_REFERENCE,300743,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D170,Calco - arlate (cimitero),45.72377,9.44097,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_020,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300743,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300746,FROZEN_GTFS_REFERENCE,300746,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D170,Merate - sartirana (cimitero),45.71986,9.42384,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_021,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300746,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300782,FROZEN_GTFS_REFERENCE,300782,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,S.Maria Hoe',45.744283,9.373817,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_022,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300782,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300803,FROZEN_GTFS_REFERENCE,300803,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,Olgiate Molgora - monticello scarpone,45.73133,9.39027,Olgiate Molgora,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_023,097058,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300803,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300804,FROZEN_GTFS_REFERENCE,300804,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,Rovagnate - la pesa,45.73725,9.374517,La Valletta Brianza,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_024,097092,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300804,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300805,FROZEN_GTFS_REFERENCE,300805,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,S.Maria Hoe' - tremonte,45.7428,9.37837,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_025,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300805,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300863,FROZEN_GTFS_REFERENCE,300863,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,VCB,Monte Marenzo - smalti riva,45.77215,9.443183,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_013,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300863,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300871,FROZEN_GTFS_REFERENCE,300871,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,S.Maria Hoe' - alduno,45.735,9.3822,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_026,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300871,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300872,FROZEN_GTFS_REFERENCE,300872,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,Perego - s.s. 342/via s.caterina,45.738567,9.362733,La Valletta Brianza,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_027,097092,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300872,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300873,FROZEN_GTFS_REFERENCE,300873,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,Hoe',45.748667,9.367717,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_028,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300873,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300878,FROZEN_GTFS_REFERENCE,300878,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,Rovagnate - semaforo,45.737167,9.369383,La Valletta Brianza,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_029,097092,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300878,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300879,FROZEN_GTFS_REFERENCE,300879,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D160|D184,Rovagnate - vinicola ghezzi,45.7397,9.364717,La Valletta Brianza,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_030,097092,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300879,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300886,FROZEN_GTFS_REFERENCE,300886,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D150|D170,Imbersago - arlate (fiorista),45.718483,9.4446,Calco,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_031,097012,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300886,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300902,FROZEN_GTFS_REFERENCE,300902,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,S.Maria Hoe' - alpino,45.743617,9.374617,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_032,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300902,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300903,FROZEN_GTFS_REFERENCE,300903,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D184,S.Maria Hoe' - tremonte/via leopardi,45.74118,9.38096,Santa Maria Hoè,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_033,097074,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300903,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300908,FROZEN_GTFS_REFERENCE,300908,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,VCB,Calolziocorte - gerola capolinea arrivo,45.77278,9.44363,Brivio,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_034,097010,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300908,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
FROZEN_GTFS::300956,FROZEN_GTFS_REFERENCE,300956,ARRIVA_LINEELECCO_REFERENCE_UNIVERSE,D148|D150|D185,"Calco - via nazionale, 85",45.7366,9.41967,Olgiate Molgora,,FROZEN_ROUTING_CONTEXT_UNIVERSE,REFERENCE_PERIOD_2025_26_NOT_CURRENT_SERVICE,CONVENTIONAL_TPL_REFERENCE,EX_035,097058,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,BP_SRC_FROZEN_300956,SOURCE_PRESERVED_IDENTITY_NOT_CONFLATED,,NOT_ASSIGNED_FROM_LEGACY_40M_CLUSTER,NOT_EVALUATED,Legacy physical_cluster_id retained only as provenance/candidate-neighbourhood information. PRO_COM_T is not strict municipality truth.
