area_id,area_name,area_municipality,option_class,option_rank_within_class,stop_or_candidate_id,human_label,option_municipality,distance_to_area_anchor_m_geodesic,name_match_strength,name_match_kind,official_routes_reference_gtfs,current_d184_d185_name_membership,road_eligibility_status,field_check_pending,option_semantics
AREA_CALCO_SUPERIORE,Calco Superiore,Calco,PROPOSED_HYPOTHESIS,2,P2V2S_0010,Bagaggera|Fornace Superiore,La Valletta Brianza,3835.4,1,TOKEN_OVERLAP,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_CALCO_SUPERIORE,Calco Superiore,Calco,PROPOSED_HYPOTHESIS,3,P2V2S_0013,Bagaggera|Fornace Superiore,La Valletta Brianza,3997.9,1,TOKEN_OVERLAP,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_CALCO_SUPERIORE,Calco Superiore,Calco,PROPOSED_HYPOTHESIS,4,P2V2S_0016,Fornace Superiore|Ospedaletto,La Valletta Brianza,4215.4,1,TOKEN_OVERLAP,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_CALCO_SUPERIORE,Calco Superiore,Calco,PROPOSED_HYPOTHESIS,5,P2V2S_0046,,Calco,156.0,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ARLATE,Arlate,Calco,EXISTING_OFFICIAL,1,EX_015,Calco - arlate - (provinciale),Calco,278.0,2,CONTAINMENT,D150|D170,false,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ARLATE,Arlate,Calco,EXISTING_OFFICIAL,2,EX_015,Calco- arlate - (provinciale),Calco,283.1,2,CONTAINMENT,D150,false,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ARLATE,Arlate,Calco,EXISTING_OFFICIAL,3,EX_031,Imbersago - arlate (fiorista),Calco,300.2,2,CONTAINMENT,D150|D170,false,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ARLATE,Arlate,Calco,EXISTING_OFFICIAL,4,EX_031,Imbersago - arlate (fiorista),Calco,322.1,2,CONTAINMENT,D150|D170,false,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ARLATE,Arlate,Calco,EXISTING_OFFICIAL,5,EX_020,Calco - arlate (cimitero),Calco,355.6,2,CONTAINMENT,D170,false,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ARLATE,Arlate,Calco,PROPOSED_HYPOTHESIS,1,P2V2S_0030,Cassina Fra Martino|Grugana,Merate,663.7,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ARLATE,Arlate,Calco,PROPOSED_HYPOTHESIS,2,P2V2S_0055,,Calco,723.6,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ARLATE,Arlate,Calco,PROPOSED_HYPOTHESIS,3,P2V2S_0045,Grugana,Calco,792.8,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ARLATE,Arlate,Calco,PROPOSED_HYPOTHESIS,4,P2V2S_0021,Cassina Fra Martino,Merate,815.6,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ARLATE,Arlate,Calco,PROPOSED_HYPOTHESIS,5,P2V2S_0060,,Calco,824.2,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BRIVIO_CENTRO,Brivio centro,Brivio,EXISTING_OFFICIAL,1,EX_002,Brivio - capolinea,Brivio,140.1,2,CONTAINMENT,D150|D185,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BRIVIO_CENTRO,Brivio centro,Brivio,EXISTING_OFFICIAL,2,EX_036,Brivio - capolinea,Brivio,142.9,2,CONTAINMENT,D148|D150|D185,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BRIVIO_CENTRO,Brivio centro,Brivio,EXISTING_OFFICIAL,3,EX_010,Brivio - via como (pizzeria),Brivio,373.9,2,CONTAINMENT,D148|D150|D185,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BRIVIO_CENTRO,Brivio centro,Brivio,EXISTING_OFFICIAL,4,EX_010,Brivio - via como (pizzeria),Brivio,390.1,2,CONTAINMENT,D150|D185,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BRIVIO_CENTRO,Brivio centro,Brivio,EXISTING_OFFICIAL,5,EX_004,Brivio - vaccarezza,Brivio,826.5,2,CONTAINMENT,D150|D185,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BRIVIO_CENTRO,Brivio centro,Brivio,PROPOSED_HYPOTHESIS,1,P2V2S_0112,,Brivio,404.1,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BRIVIO_CENTRO,Brivio centro,Brivio,PROPOSED_HYPOTHESIS,2,P2V2S_0114,,Brivio,440.1,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BRIVIO_CENTRO,Brivio centro,Brivio,PROPOSED_HYPOTHESIS,3,P2V2S_0141,,Brivio,586.2,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BRIVIO_CENTRO,Brivio centro,Brivio,PROPOSED_HYPOTHESIS,4,P2V2S_0139,,Brivio,616.7,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BRIVIO_CENTRO,Brivio centro,Brivio,PROPOSED_HYPOTHESIS,5,P2V2S_0104,,Brivio,655.5,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BEVERATE,Beverate,Brivio,EXISTING_OFFICIAL,1,EX_008,Brivio - beverate (paese),Brivio,102.1,2,CONTAINMENT,D150|D185,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BEVERATE,Beverate,Brivio,EXISTING_OFFICIAL,2,EX_008,Brivio - beverate (paese),Brivio,106.0,2,CONTAINMENT,D150|D185,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BEVERATE,Beverate,Brivio,EXISTING_OFFICIAL,3,EX_012,Brivio - beverate (quattro strade),Brivio,398.5,2,CONTAINMENT,D150|D185,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BEVERATE,Beverate,Brivio,EXISTING_OFFICIAL,4,EX_012,Brivio - beverate (tre strade),Brivio,412.6,2,CONTAINMENT,D150|D185,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BEVERATE,Beverate,Brivio,EXISTING_OFFICIAL,5,EX_003,Brivio - beverate (cariplo),Brivio,451.6,2,CONTAINMENT,D150|D185,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BEVERATE,Beverate,Brivio,PROPOSED_HYPOTHESIS,1,P2V2S_0117,,Brivio,128.0,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BEVERATE,Beverate,Brivio,PROPOSED_HYPOTHESIS,2,P2V2S_0115,,Brivio,366.4,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BEVERATE,Beverate,Brivio,PROPOSED_HYPOTHESIS,3,P2V2S_0128,,Brivio,498.4,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BEVERATE,Beverate,Brivio,PROPOSED_HYPOTHESIS,4,P2V2S_0129,,Brivio,643.9,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_BEVERATE,Beverate,Brivio,PROPOSED_HYPOTHESIS,5,P2V2S_0134,,Brivio,727.0,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_SMHOE,Santa Maria Hoè,Santa Maria Hoè,EXISTING_OFFICIAL,1,EX_028,Hoe',Santa Maria HoÃ¨,716.8,2,CONTAINMENT,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_SMHOE,Santa Maria Hoè,Santa Maria Hoè,EXISTING_OFFICIAL,2,EX_028,Hoe',Santa Maria HoÃ¨,739.3,2,CONTAINMENT,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_SMHOE,Santa Maria Hoè,Santa Maria Hoè,EXISTING_OFFICIAL,3,EX_032,S.Maria Hoe' - alpino,Santa Maria HoÃ¨,91.1,1,TOKEN_OVERLAP,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_SMHOE,Santa Maria Hoè,Santa Maria Hoè,EXISTING_OFFICIAL,4,EX_022,S.Maria Hoe',Santa Maria HoÃ¨,93.4,1,TOKEN_OVERLAP,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_SMHOE,Santa Maria Hoè,Santa Maria Hoè,EXISTING_OFFICIAL,5,EX_032,S.Maria Hoe' - alpino,Santa Maria HoÃ¨,104.2,1,TOKEN_OVERLAP,D148|D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_SMHOE,Santa Maria Hoè,Santa Maria Hoè,PROPOSED_HYPOTHESIS,1,P2V2S_0137,,Santa Maria HoÃ¨,228.4,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_SMHOE,Santa Maria Hoè,Santa Maria Hoè,PROPOSED_HYPOTHESIS,2,P2V2S_0145,Cornera,Colle Brianza,454.6,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_SMHOE,Santa Maria Hoè,Santa Maria Hoè,PROPOSED_HYPOTHESIS,3,P2V2S_0132,Prestabbio,La Valletta Brianza,590.6,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_SMHOE,Santa Maria Hoè,Santa Maria Hoè,PROPOSED_HYPOTHESIS,4,P2V2S_0110,,Santa Maria HoÃ¨,707.9,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_SMHOE,Santa Maria Hoè,Santa Maria Hoè,PROPOSED_HYPOTHESIS,5,P2V2S_0131,Prestabbio,La Valletta Brianza,815.0,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ROVAGNATE,Rovagnate,La Valletta Brianza,EXISTING_OFFICIAL,1,EX_029,Rovagnate - semaforo,La Valletta Brianza,157.6,2,CONTAINMENT,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ROVAGNATE,Rovagnate,La Valletta Brianza,EXISTING_OFFICIAL,2,EX_042,Rovagnate - semaforo,La Valletta Brianza,176.4,2,CONTAINMENT,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ROVAGNATE,Rovagnate,La Valletta Brianza,EXISTING_OFFICIAL,3,EX_030,Rovagnate - vinicola ghezzi,La Valletta Brianza,394.2,2,CONTAINMENT,D160|D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ROVAGNATE,Rovagnate,La Valletta Brianza,EXISTING_OFFICIAL,4,EX_030,Rovagnate - vinicola ghezzi,La Valletta Brianza,402.7,2,CONTAINMENT,D160|D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ROVAGNATE,Rovagnate,La Valletta Brianza,EXISTING_OFFICIAL,5,EX_024,Rovagnate - la pesa,La Valletta Brianza,413.9,2,CONTAINMENT,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ROVAGNATE,Rovagnate,La Valletta Brianza,PROPOSED_HYPOTHESIS,1,P2V2S_0094,,La Valletta Brianza,439.1,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ROVAGNATE,Rovagnate,La Valletta Brianza,PROPOSED_HYPOTHESIS,2,P2V2S_0101,Perego | OSM amenity:townhall 143996275,La Valletta Brianza,519.9,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ROVAGNATE,Rovagnate,La Valletta Brianza,PROPOSED_HYPOTHESIS,3,P2V2S_0084,Cereda|Crescenzaga,La Valletta Brianza,650.2,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ROVAGNATE,Rovagnate,La Valletta Brianza,PROPOSED_HYPOTHESIS,4,P2V2S_0110,,Santa Maria HoÃ¨,674.5,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_ROVAGNATE,Rovagnate,La Valletta Brianza,PROPOSED_HYPOTHESIS,5,P2V2S_0132,Prestabbio,La Valletta Brianza,678.1,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_PEREGO,Perego,La Valletta Brianza,EXISTING_OFFICIAL,1,EX_027,Perego - s.s. 342/via s.caterina,La Valletta Brianza,261.3,2,CONTAINMENT,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_PEREGO,Perego,La Valletta Brianza,EXISTING_OFFICIAL,2,EX_027,Perego - s.s. 342/via s.caterina,La Valletta Brianza,270.4,2,CONTAINMENT,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_PEREGO,Perego,La Valletta Brianza,EXISTING_OFFICIAL,3,EX_030,Rovagnate - vinicola ghezzi,La Valletta Brianza,468.2,0,NONE,D160|D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_PEREGO,Perego,La Valletta Brianza,EXISTING_OFFICIAL,4,EX_030,Rovagnate - vinicola ghezzi,La Valletta Brianza,470.4,0,NONE,D160|D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_PEREGO,Perego,La Valletta Brianza,EXISTING_OFFICIAL,5,EX_029,Rovagnate - semaforo,La Valletta Brianza,747.9,0,NONE,D184,true,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_PEREGO,Perego,La Valletta Brianza,PROPOSED_HYPOTHESIS,1,P2V2S_0102,Campo|Perego | OSM amenity:townhall 143996275,La Valletta Brianza,104.5,2,CONTAINMENT,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_PEREGO,Perego,La Valletta Brianza,PROPOSED_HYPOTHESIS,2,P2V2S_0106,Perego|Roncada | OSM amenity:townhall 143996275,La Valletta Brianza,309.8,2,CONTAINMENT,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_PEREGO,Perego,La Valletta Brianza,PROPOSED_HYPOTHESIS,3,P2V2S_0101,Perego | OSM amenity:townhall 143996275,La Valletta Brianza,343.4,2,CONTAINMENT,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_PEREGO,Perego,La Valletta Brianza,PROPOSED_HYPOTHESIS,4,P2V2S_0109,Perego|Roncada | OSM amenity:townhall 143996275,La Valletta Brianza,613.4,2,CONTAINMENT,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_PEREGO,Perego,La Valletta Brianza,PROPOSED_HYPOTHESIS,5,P2V2S_0120,,La Valletta Brianza,322.2,0,NONE,,false,DERIVED_GATE_D_BUS_ELIGIBLE,true,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONDONICO,Mondonico,Olgiate Molgora,EXISTING_OFFICIAL,1,EX_037,S.Maria Hoe' - paese,Santa Maria HoÃ¨,763.4,0,NONE,D148,false,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
AREA_MONDONICO,Mondonico,Olgiate Molgora,EXISTING_OFFICIAL,2,EX_006,S.Maria Hoe' - paese,Santa Maria HoÃ¨,795.8,0,NONE,D148,false,,false,IDENTITY_AND_PROXIMITY_EVIDENCE_NOT_AUTOMATIC_SELECTION
