"Popolazione residente per età, sesso e stato civile al 1° gennaio 2025"
"Codice comune";"Comune";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"097043";"Lierna";34;5;0;0;0;;;;5;3;8;1;0;;;;12;17
"097043";"Lierna";35;6;3;1;0;;;;10;1;4;0;0;;;;5;15
"097043";"Lierna";36;8;6;1;0;;;;15;3;2;0;0;;;;5;20
"097043";"Lierna";37;0;6;0;0;;;;6;6;8;0;0;;;;14;20
"097043";"Lierna";38;6;4;1;0;;;;11;1;6;0;0;;;;7;18
"097043";"Lierna";39;10;2;0;0;;;;12;9;2;0;0;;;;11;23
"097043";"Lierna";40;7;2;0;0;;;;9;5;3;1;0;;;;9;18
"097043";"Lierna";41;5;5;0;0;;;;10;5;3;1;0;;;;9;19
"097043";"Lierna";42;5;4;1;0;;;;10;5;14;0;0;;;;19;29
"097043";"Lierna";43;5;8;0;0;;;;13;3;6;1;0;;;;10;23
"097043";"Lierna";44;6;12;0;0;;;;18;2;6;1;0;;;;9;27
"097043";"Lierna";45;5;8;1;0;;;;14;4;12;1;0;;;;17;31
"097043";"Lierna";46;8;9;5;0;;;;22;5;10;2;0;;;;17;39
"097043";"Lierna";47;7;6;2;0;;;;15;2;6;2;0;;;;10;25
"097043";"Lierna";48;7;12;0;0;;;;19;4;12;6;0;;;;22;41
"097043";"Lierna";49;4;3;0;0;;;;7;3;12;1;1;;;;17;24
"097043";"Lierna";50;9;12;0;0;;;;21;3;7;3;0;;;;13;34
"097043";"Lierna";51;5;14;2;0;;;;21;3;6;1;1;;;;11;32
"097043";"Lierna";52;7;15;4;0;;;;26;4;11;5;1;;;;21;47
"097043";"Lierna";53;4;13;1;0;;;;18;3;13;1;1;;;;18;36
"097043";"Lierna";54;3;10;4;1;;;;18;6;17;1;0;;;;24;42
"097043";"Lierna";55;1;10;1;0;;;;12;1;14;2;0;;;;17;29
"097043";"Lierna";56;7;14;4;0;;;;25;3;16;4;0;;;;23;48
"097043";"Lierna";57;4;11;1;0;;;;16;4;11;2;1;;;;18;34
"097043";"Lierna";58;5;9;2;0;;;;16;1;16;2;1;;;;20;36
"097043";"Lierna";59;3;13;5;0;;;;21;3;13;4;0;;;;20;41
"097043";"Lierna";60;5;20;3;0;;;;28;2;9;2;1;;;;14;42
"097043";"Lierna";61;1;8;2;0;;;;11;5;12;3;1;;;;21;32
"097043";"Lierna";62;7;18;1;1;;;;27;2;11;1;3;;;;17;44
"097043";"Lierna";63;0;10;0;0;;;;10;2;13;1;2;;;;18;28
"097043";"Lierna";64;1;11;0;0;;;;12;1;11;3;3;;;;18;30
"097043";"Lierna";65;1;13;2;0;;;;16;1;12;0;2;;;;15;31
"097043";"Lierna";66;0;6;2;0;;;;8;3;10;0;3;;;;16;24
"097043";"Lierna";67;1;14;6;1;;;;22;1;10;1;4;;;;16;38
"097043";"Lierna";68;2;8;3;0;;;;13;1;7;1;1;;;;10;23
"097043";"Lierna";69;1;13;1;0;;;;15;0;7;1;2;;;;10;25
"097043";"Lierna";70;1;11;0;0;;;;12;2;6;0;2;;;;10;22
"097043";"Lierna";71;3;9;0;0;;;;12;0;3;1;5;;;;9;21
"097043";"Lierna";72;0;15;1;2;;;;18;1;9;1;4;;;;15;33
"097043";"Lierna";73;2;14;1;0;;;;17;2;8;4;1;;;;15;32
"097043";"Lierna";74;0;6;1;0;;;;7;0;7;2;3;;;;12;19
"097043";"Lierna";75;2;11;2;1;;;;16;1;6;0;4;;;;11;27
"097043";"Lierna";76;0;3;0;2;;;;5;3;9;1;8;;;;21;26
"097043";"Lierna";77;0;8;0;2;;;;10;0;10;1;5;;;;16;26
"097043";"Lierna";78;0;9;1;0;;;;10;0;6;0;4;;;;10;20
"097043";"Lierna";79;1;8;0;4;;;;13;1;2;0;6;;;;9;22
"097043";"Lierna";80;0;7;2;2;;;;11;0;1;1;2;;;;4;15
"097043";"Lierna";81;0;3;0;1;;;;4;0;3;0;5;;;;8;12
"097043";"Lierna";82;0;5;0;1;;;;6;1;3;0;4;;;;8;14
"097043";"Lierna";83;0;3;0;1;;;;4;0;8;0;1;;;;9;13
"097043";"Lierna";84;1;3;0;1;;;;5;0;3;1;5;;;;9;14
"097043";"Lierna";85;0;3;0;1;;;;4;0;2;1;6;;;;9;13
"097043";"Lierna";86;0;5;0;0;;;;5;0;1;0;6;;;;7;12
"097043";"Lierna";87;1;4;0;1;;;;6;1;2;1;4;;;;8;14
"097043";"Lierna";88;0;2;0;0;;;;2;0;1;0;4;;;;5;7
"097043";"Lierna";89;0;0;0;2;;;;2;1;0;1;7;;;;9;11
"097043";"Lierna";90;0;2;0;0;;;;2;1;0;0;3;;;;4;6
"097043";"Lierna";91;0;2;0;1;;;;3;0;1;0;4;;;;5;8
"097043";"Lierna";92;0;1;0;0;;;;1;0;1;0;1;;;;2;3
"097043";"Lierna";93;0;1;0;0;;;;1;0;0;0;2;;;;2;3
"097043";"Lierna";94;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097043";"Lierna";95;0;0;0;2;;;;2;0;1;0;0;;;;1;3
"097043";"Lierna";96;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"097043";"Lierna";97;0;1;0;0;;;;1;0;0;0;0;;;;0;1
"097043";"Lierna";98;0;1;0;0;;;;1;0;0;0;0;;;;0;1
"097043";"Lierna";99;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"097043";"Lierna";100;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097043";"Lierna";999;501;480;64;27;;;;1072;406;448;70;126;;;;1050;2122
"097044";"Lomagna";0;18;0;0;0;;;;18;15;0;0;0;;;;15;33
"097044";"Lomagna";1;25;0;0;0;;;;25;22;0;0;0;;;;22;47
"097044";"Lomagna";2;14;0;0;0;;;;14;13;0;0;0;;;;13;27
"097044";"Lomagna";3;16;0;0;0;;;;16;13;0;0;0;;;;13;29
"097044";"Lomagna";4;20;0;0;0;;;;20;13;0;0;0;;;;13;33
"097044";"Lomagna";5;16;0;0;0;;;;16;20;0;0;0;;;;20;36
"097044";"Lomagna";6;25;0;0;0;;;;25;23;0;0;0;;;;23;48
"097044";"Lomagna";7;23;0;0;0;;;;23;17;0;0;0;;;;17;40
"097044";"Lomagna";8;28;0;0;0;;;;28;31;0;0;0;;;;31;59
"097044";"Lomagna";9;31;0;0;0;;;;31;30;0;0;0;;;;30;61
"097044";"Lomagna";10;15;0;0;0;;;;15;23;0;0;0;;;;23;38
"097044";"Lomagna";11;25;0;0;0;;;;25;22;0;0;0;;;;22;47
"097044";"Lomagna";12;28;0;0;0;;;;28;28;0;0;0;;;;28;56
"097044";"Lomagna";13;25;0;0;0;;;;25;32;0;0;0;;;;32;57
"097044";"Lomagna";14;31;0;0;0;;;;31;29;0;0;0;;;;29;60
"097044";"Lomagna";15;35;0;0;0;;;;35;32;0;0;0;;;;32;67
"097044";"Lomagna";16;19;0;0;0;;;;19;27;0;0;0;;;;27;46
"097044";"Lomagna";17;32;0;0;0;;;;32;17;0;0;0;;;;17;49
"097044";"Lomagna";18;23;0;0;0;;;;23;33;0;0;0;;;;33;56
"097044";"Lomagna";19;25;0;0;0;;;;25;21;0;0;0;;;;21;46
"097044";"Lomagna";20;22;0;0;0;;;;22;29;0;0;0;;;;29;51
"097044";"Lomagna";21;16;0;0;0;;;;16;26;0;0;0;;;;26;42
"097044";"Lomagna";22;33;0;0;0;;;;33;40;0;0;0;;;;40;73
"097044";"Lomagna";23;30;0;0;0;;;;30;20;0;0;0;;;;20;50
"097044";"Lomagna";24;25;0;0;0;;;;25;19;1;0;0;;;;20;45
"097044";"Lomagna";25;26;0;0;0;;;;26;24;1;0;0;;;;25;51
"097044";"Lomagna";26;25;0;0;0;;;;25;21;0;0;0;;;;21;46
"097044";"Lomagna";27;26;2;0;0;;;;28;18;2;0;0;;;;20;48
"097044";"Lomagna";28;22;2;0;0;;;;24;19;5;0;0;;;;24;48
"097044";"Lomagna";29;11;2;0;0;;;;13;26;3;0;0;;;;29;42
"097044";"Lomagna";30;26;0;0;0;;;;26;22;9;0;0;;;;31;57
"097044";"Lomagna";31;27;3;0;0;;;;30;12;6;0;0;;;;18;48
"097044";"Lomagna";32;24;13;0;0;;;;37;8;14;0;0;;;;22;59
"097044";"Lomagna";33;27;3;0;0;;;;30;16;8;0;0;;;;24;54
"097044";"Lomagna";34;15;14;0;0;;;;29;13;16;0;0;;;;29;58
"097044";"Lomagna";35;20;9;1;0;;;;30;13;14;0;0;;;;27;57
"097044";"Lomagna";36;18;12;0;0;;;;30;15;21;1;0;;;;37;67
"097044";"Lomagna";37;13;12;1;0;;;;26;17;22;0;0;;;;39;65
"097044";"Lomagna";38;14;14;1;0;;;;29;8;18;1;0;;;;27;56
"097044";"Lomagna";39;12;9;0;0;;;;21;8;16;0;0;;;;24;45
"097044";"Lomagna";40;14;16;1;0;;;;31;12;16;0;0;;;;28;59
"097044";"Lomagna";41;17;21;0;0;;;;38;12;22;3;0;;;;37;75
"097044";"Lomagna";42;20;20;0;1;;;;41;8;34;2;0;;;;44;85
"097044";"Lomagna";43;15;11;1;0;;;;27;12;19;0;1;;;;32;59
"097044";"Lomagna";44;14;22;2;0;;;;38;10;29;2;1;;;;42;80
"097044";"Lomagna";45;15;21;0;0;;;;36;7;26;1;0;;;;34;70
"097044";"Lomagna";46;15;27;1;0;;;;43;9;25;4;0;;;;38;81
"097044";"Lomagna";47;8;12;0;1;;;;21;9;29;1;0;;;;39;60
"097044";"Lomagna";48;16;33;1;1;;;;51;8;26;1;1;;;;36;87
"097044";"Lomagna";49;9;32;2;0;;;;43;9;27;2;0;;;;38;81
"097044";"Lomagna";50;14;33;2;0;;;;49;11;21;5;0;;;;37;86
"097044";"Lomagna";51;12;30;3;0;;;;45;6;30;4;1;;;;41;86
"097044";"Lomagna";52;13;21;5;2;;;;41;8;28;6;2;;;;44;85
"097044";"Lomagna";53;9;19;0;1;;;;29;7;28;3;1;;;;39;68
"097044";"Lomagna";54;11;37;2;1;;;;51;5;36;3;0;;;;44;95
"097044";"Lomagna";55;12;30;4;1;;;;47;7;28;7;0;;;;42;89
"097044";"Lomagna";56;8;36;3;0;;;;47;7;19;5;2;;;;33;80
"097044";"Lomagna";57;16;27;5;2;;;;50;6;33;5;1;;;;45;95
"097044";"Lomagna";58;5;28;3;1;;;;37;4;23;2;0;;;;29;66
"097044";"Lomagna";59;7;35;3;0;;;;45;4;27;5;2;;;;38;83
"097044";"Lomagna";60;7;28;2;2;;;;39;1;38;6;2;;;;47;86
"097044";"Lomagna";61;6;30;4;0;;;;40;5;29;6;0;;;;40;80
"097044";"Lomagna";62;4;22;3;0;;;;29;4;21;4;6;;;;35;64
"097044";"Lomagna";63;4;26;2;1;;;;33;1;23;2;2;;;;28;61
"097044";"Lomagna";64;4;27;3;0;;;;34;2;19;3;4;;;;28;62
"097044";"Lomagna";65;4;18;1;0;;;;23;0;28;4;4;;;;36;59
"097044";"Lomagna";66;2;23;0;0;;;;25;3;29;1;3;;;;36;61
"097044";"Lomagna";67;2;25;3;0;;;;30;3;29;2;5;;;;39;69
"097044";"Lomagna";68;4;36;1;1;;;;42;0;22;1;3;;;;26;68
"097044";"Lomagna";69;0;30;0;1;;;;31;2;13;0;6;;;;21;52
"097044";"Lomagna";70;2;20;1;0;;;;23;1;26;1;5;;;;33;56
"097044";"Lomagna";71;2;21;3;1;;;;27;5;23;1;3;;;;32;59
"097044";"Lomagna";72;1;23;1;2;;;;27;0;21;1;6;;;;28;55
"097044";"Lomagna";73;2;25;1;0;;;;28;2;14;3;2;;;;21;49
"097044";"Lomagna";74;0;20;0;1;;;;21;0;20;1;14;;;;35;56
"097044";"Lomagna";75;3;16;1;1;;;;21;0;21;0;12;;;;33;54
"097044";"Lomagna";76;2;19;1;2;;;;24;3;16;1;15;;;;35;59
"097044";"Lomagna";77;1;26;0;2;;;;29;1;10;0;11;;;;22;51
"097044";"Lomagna";78;1;11;0;2;;;;14;1;20;0;7;;;;28;42
"097044";"Lomagna";79;3;12;0;1;;;;16;0;9;1;10;;;;20;36
"097044";"Lomagna";80;1;12;0;5;;;;18;2;7;0;12;;;;21;39
"097044";"Lomagna";81;0;15;0;2;;;;17;0;3;0;6;;;;9;26
"097044";"Lomagna";82;0;8;0;2;;;;10;3;8;2;7;;;;20;30
"097044";"Lomagna";83;1;5;0;3;;;;9;0;8;0;13;;;;21;30
"097044";"Lomagna";84;0;17;0;1;;;;18;0;5;0;8;;;;13;31
"097044";"Lomagna";85;0;8;0;2;;;;10;0;5;0;13;;;;18;28
"097044";"Lomagna";86;0;8;0;2;;;;10;1;8;1;8;;;;18;28
"097044";"Lomagna";87;1;7;0;2;;;;10;3;3;0;9;;;;15;25
"097044";"Lomagna";88;2;3;0;2;;;;7;0;1;0;7;;;;8;15
"097044";"Lomagna";89;1;5;0;2;;;;8;0;1;0;8;;;;9;17
"097044";"Lomagna";90;0;3;0;1;;;;4;1;1;1;4;;;;7;11
"097044";"Lomagna";91;0;2;0;4;;;;6;0;0;0;2;;;;2;8
"097044";"Lomagna";92;0;3;0;0;;;;3;1;0;0;2;;;;3;6
"097044";"Lomagna";93;0;1;0;0;;;;1;0;1;0;2;;;;3;4
"097044";"Lomagna";94;0;1;0;4;;;;5;0;0;0;3;;;;3;8
"097044";"Lomagna";95;0;0;0;0;;;;0;0;0;0;2;;;;2;2
"097044";"Lomagna";96;0;0;0;0;;;;0;0;0;0;2;;;;2;2
"097044";"Lomagna";97;0;0;0;0;;;;0;0;1;0;0;;;;1;1
"097044";"Lomagna";98;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"097044";"Lomagna";99;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097044";"Lomagna";100;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097044";"Lomagna";999;1216;1162;68;60;;;;2506;1041;1165;105;241;;;;2552;5058
"097045";"Malgrate";0;19;0;0;0;;;;19;12;0;0;0;;;;12;31
"097045";"Malgrate";1;18;0;0;0;;;;18;13;0;0;0;;;;13;31
"097045";"Malgrate";2;7;0;0;0;;;;7;12;0;0;0;;;;12;19
"097045";"Malgrate";3;16;0;0;0;;;;16;14;0;0;0;;;;14;30
"097045";"Malgrate";4;7;0;0;0;;;;7;11;0;0;0;;;;11;18
"097045";"Malgrate";5;20;0;0;0;;;;20;10;0;0;0;;;;10;30
"097045";"Malgrate";6;11;0;0;0;;;;11;16;0;0;0;;;;16;27
"097045";"Malgrate";7;17;0;0;0;;;;17;20;0;0;0;;;;20;37
"097045";"Malgrate";8;20;0;0;0;;;;20;17;0;0;0;;;;17;37
"097045";"Malgrate";9;13;0;0;0;;;;13;18;0;0;0;;;;18;31
"097045";"Malgrate";10;12;0;0;0;;;;12;19;0;0;0;;;;19;31
"097045";"Malgrate";11;19;0;0;0;;;;19;18;0;0;0;;;;18;37
"097045";"Malgrate";12;13;0;0;0;;;;13;16;0;0;0;;;;16;29
"097045";"Malgrate";13;26;0;0;0;;;;26;16;0;0;0;;;;16;42
"097045";"Malgrate";14;21;0;0;0;;;;21;15;0;0;0;;;;15;36
"097045";"Malgrate";15;18;0;0;0;;;;18;16;0;0;0;;;;16;34
"097045";"Malgrate";16;24;0;0;0;;;;24;18;0;0;0;;;;18;42
"097045";"Malgrate";17;20;0;0;0;;;;20;20;0;0;0;;;;20;40
"097045";"Malgrate";18;35;0;0;0;;;;35;21;0;0;0;;;;21;56
"097045";"Malgrate";19;24;0;0;0;;;;24;21;0;0;0;;;;21;45
"097045";"Malgrate";20;22;0;0;0;;;;22;22;0;0;0;;;;22;44
"097045";"Malgrate";21;30;0;0;0;;;;30;26;3;0;0;;;;29;59
"097045";"Malgrate";22;26;0;0;0;;;;26;18;0;0;0;;;;18;44
"097045";"Malgrate";23;24;0;0;0;;;;24;24;1;0;0;;;;25;49
"097045";"Malgrate";24;22;0;0;0;;;;22;32;1;0;0;;;;33;55
"097045";"Malgrate";25;17;0;0;0;;;;17;19;4;0;0;;;;23;40
"097045";"Malgrate";26;23;0;0;0;;;;23;19;4;0;0;;;;23;46
"097045";"Malgrate";27;18;1;0;0;;;;19;20;2;0;0;;;;22;41
"097045";"Malgrate";28;26;2;0;0;;;;28;15;3;1;0;;;;19;47
"097045";"Malgrate";29;22;2;0;0;;;;24;19;7;0;0;;;;26;50
"097045";"Malgrate";30;26;5;0;0;;;;31;14;11;0;0;;;;25;56
"097045";"Malgrate";31;18;3;0;0;;;;21;22;5;0;0;;;;27;48
"097045";"Malgrate";32;16;4;0;0;;;;20;12;6;0;0;;;;18;38
"097045";"Malgrate";33;17;1;0;0;;;;18;12;5;0;0;;;;17;35
"097045";"Malgrate";34;13;8;0;0;;;;21;8;4;0;0;;;;12;33
"097045";"Malgrate";35;4;6;0;0;;;;10;9;8;0;0;;;;17;27
"097045";"Malgrate";36;12;12;5;0;;;;29;10;9;0;0;;;;19;48
"097045";"Malgrate";37;7;7;0;0;;;;14;6;8;0;1;;;;15;29
"097045";"Malgrate";38;5;15;0;0;;;;20;9;16;0;0;;;;25;45
"097045";"Malgrate";39;13;8;0;0;;;;21;9;11;1;1;;;;22;43
"097045";"Malgrate";40;13;12;1;0;;;;26;7;12;0;0;;;;19;45
"097045";"Malgrate";41;7;12;2;0;;;;21;5;16;0;0;;;;21;42
"097045";"Malgrate";42;12;11;1;0;;;;24;9;13;2;1;;;;25;49
"097045";"Malgrate";43;8;12;2;0;;;;22;6;10;0;0;;;;16;38
"097045";"Malgrate";44;7;6;1;0;;;;14;7;19;1;0;;;;27;41
"097045";"Malgrate";45;9;13;0;0;;;;22;4;19;4;0;;;;27;49
"097045";"Malgrate";46;11;13;2;0;;;;26;9;16;2;1;;;;28;54
"097045";"Malgrate";47;10;18;1;0;;;;29;10;17;4;0;;;;31;60
"097045";"Malgrate";48;4;19;1;1;;;;25;2;16;2;0;;;;20;45
"097045";"Malgrate";49;12;27;0;0;;;;39;6;22;4;1;;;;33;72
"097045";"Malgrate";50;14;24;2;1;;;;41;7;23;3;1;;;;34;75
"097045";"Malgrate";51;7;15;3;0;;;;25;2;31;3;1;;;;37;62
"097045";"Malgrate";52;5;25;4;0;;;;34;4;23;1;1;;;;29;63
"097045";"Malgrate";53;11;18;1;0;;;;30;4;24;2;2;;;;32;62
"097045";"Malgrate";54;7;20;4;0;;;;31;3;21;6;2;;;;32;63
"097045";"Malgrate";55;6;24;4;0;;;;34;4;26;8;1;;;;39;73
"097045";"Malgrate";56;4;23;0;0;;;;27;3;21;0;0;;;;24;51
"097045";"Malgrate";57;6;23;1;1;;;;31;6;19;2;1;;;;28;59
"097045";"Malgrate";58;9;22;0;0;;;;31;4;25;5;4;;;;38;69
"097045";"Malgrate";59;7;28;3;0;;;;38;2;32;5;1;;;;40;78
"097045";"Malgrate";60;4;32;5;0;;;;41;8;24;1;3;;;;36;77
"097045";"Malgrate";61;6;26;2;0;;;;34;5;25;3;1;;;;34;68
"097045";"Malgrate";62;2;22;1;0;;;;25;2;25;5;1;;;;33;58
"097045";"Malgrate";63;3;19;3;0;;;;25;4;24;2;3;;;;33;58
"097045";"Malgrate";64;4;21;0;1;;;;26;2;18;2;4;;;;26;52
"097045";"Malgrate";65;3;25;1;0;;;;29;2;13;0;0;;;;15;44
"097045";"Malgrate";66;1;20;2;1;;;;24;3;20;5;3;;;;31;55
"097045";"Malgrate";67;1;21;0;1;;;;23;3;20;3;4;;;;30;53
"097045";"Malgrate";68;1;15;0;1;;;;17;1;17;2;4;;;;24;41
"097045";"Malgrate";69;2;18;1;1;;;;22;0;17;1;9;;;;27;49
"097045";"Malgrate";70;1;14;2;2;;;;19;2;16;4;3;;;;25;44
"097045";"Malgrate";71;1;15;0;1;;;;17;2;11;3;4;;;;20;37
"097045";"Malgrate";72;2;20;0;0;;;;22;4;12;0;6;;;;22;44
"097045";"Malgrate";73;3;15;1;1;;;;20;1;27;3;6;;;;37;57
"097045";"Malgrate";74;2;17;2;4;;;;25;2;20;1;8;;;;31;56
"097045";"Malgrate";75;2;18;2;2;;;;24;0;13;1;7;;;;21;45
"097045";"Malgrate";76;0;19;1;2;;;;22;1;15;4;9;;;;29;51
"097045";"Malgrate";77;1;17;0;3;;;;21;2;16;1;7;;;;26;47
"097045";"Malgrate";78;2;16;0;1;;;;19;1;24;1;13;;;;39;58
"097045";"Malgrate";79;1;19;0;1;;;;21;1;8;2;13;;;;24;45
"097045";"Malgrate";80;1;12;1;1;;;;15;2;9;2;6;;;;19;34
"097045";"Malgrate";81;3;12;0;1;;;;16;1;15;0;9;;;;25;41
"097045";"Malgrate";82;0;15;0;1;;;;16;0;4;1;18;;;;23;39
"097045";"Malgrate";83;2;16;0;3;;;;21;2;8;2;12;;;;24;45
"097045";"Malgrate";84;1;10;1;1;;;;13;3;7;1;6;;;;17;30
"097045";"Malgrate";85;0;11;0;3;;;;14;2;6;0;11;;;;19;33
"097045";"Malgrate";86;0;8;0;4;;;;12;3;4;0;9;;;;16;28
"097045";"Malgrate";87;2;7;0;4;;;;13;0;7;1;5;;;;13;26
"097045";"Malgrate";88;0;5;0;2;;;;7;0;2;0;10;;;;12;19
"097045";"Malgrate";89;0;4;0;3;;;;7;1;4;0;9;;;;14;21
"097045";"Malgrate";90;0;5;0;2;;;;7;1;0;0;13;;;;14;21
"097045";"Malgrate";91;0;3;0;1;;;;4;0;1;0;5;;;;6;10
"097045";"Malgrate";92;0;2;2;1;;;;5;0;0;0;8;;;;8;13
"097045";"Malgrate";93;0;3;0;0;;;;3;1;0;1;1;;;;3;6
"097045";"Malgrate";94;0;1;0;1;;;;2;0;0;1;2;;;;3;5
"097045";"Malgrate";95;0;0;0;1;;;;1;1;0;0;5;;;;6;7
"097045";"Malgrate";96;0;1;0;0;;;;1;0;1;0;1;;;;2;3
"097045";"Malgrate";97;0;0;0;0;;;;0;0;0;0;1;;;;1;1
"097045";"Malgrate";98;0;0;0;2;;;;2;0;0;0;1;;;;1;3
"097045";"Malgrate";99;0;0;0;0;;;;0;0;0;0;0;;;;0;0
"097045";"Malgrate";100;0;1;0;0;;;;1;1;0;0;0;;;;1;2
"097045";"Malgrate";999;941;944;65;56;;;;2006;816;946;109;259;;;;2130;4136
"097046";"Mandello del Lario";0;21;0;0;0;;;;21;33;0;0;0;;;;33;54
"097046";"Mandello del Lario";1;33;0;0;0;;;;33;30;0;0;0;;;;30;63
"097046";"Mandello del Lario";2;32;0;0;0;;;;32;25;0;0;0;;;;25;57
"097046";"Mandello del Lario";3;29;0;0;0;;;;29;29;0;0;0;;;;29;58
"097046";"Mandello del Lario";4;27;0;0;0;;;;27;29;0;0;0;;;;29;56
"097046";"Mandello del Lario";5;32;0;0;0;;;;32;23;0;0;0;;;;23;55
"097046";"Mandello del Lario";6;34;0;0;0;;;;34;27;0;0;0;;;;27;61
"097046";"Mandello del Lario";7;31;0;0;0;;;;31;39;0;0;0;;;;39;70
"097046";"Mandello del Lario";8;33;0;0;0;;;;33;29;0;0;0;;;;29;62
"097046";"Mandello del Lario";9;27;0;0;0;;;;27;28;0;0;0;;;;28;55
"097046";"Mandello del Lario";10;35;0;0;0;;;;35;31;0;0;0;;;;31;66
"097046";"Mandello del Lario";11;39;0;0;0;;;;39;31;0;0;0;;;;31;70
"097046";"Mandello del Lario";12;35;0;0;0;;;;35;43;0;0;0;;;;43;78
"097046";"Mandello del Lario";13;31;0;0;0;;;;31;47;0;0;0;;;;47;78
"097046";"Mandello del Lario";14;40;0;0;0;;;;40;45;0;0;0;;;;45;85
"097046";"Mandello del Lario";15;51;0;0;0;;;;51;33;0;0;0;;;;33;84
"097046";"Mandello del Lario";16;48;0;0;0;;;;48;43;0;0;0;;;;43;91
"097046";"Mandello del Lario";17;63;0;0;0;;;;63;43;0;0;0;;;;43;106
"097046";"Mandello del Lario";18;50;0;0;0;;;;50;48;0;0;0;;;;48;98
"097046";"Mandello del Lario";19;41;0;0;0;;;;41;50;0;0;0;;;;50;91
"097046";"Mandello del Lario";20;57;0;0;0;;;;57;36;0;0;0;;;;36;93
"097046";"Mandello del Lario";21;48;0;0;0;;;;48;52;0;0;0;;;;52;100
"097046";"Mandello del Lario";22;60;0;0;0;;;;60;45;1;0;0;;;;46;106
"097046";"Mandello del Lario";23;41;0;0;0;;;;41;54;0;0;0;;;;54;95
"097046";"Mandello del Lario";24;54;1;0;0;;;;55;50;1;0;0;;;;51;106
"097046";"Mandello del Lario";25;61;0;0;0;;;;61;31;1;0;0;;;;32;93
"097046";"Mandello del Lario";26;71;1;0;0;;;;72;34;2;0;0;;;;36;108
"097046";"Mandello del Lario";27;55;0;0;0;;;;55;41;5;0;0;;;;46;101
"097046";"Mandello del Lario";28;51;2;0;0;;;;53;38;3;0;0;;;;41;94
"097046";"Mandello del Lario";29;43;0;0;0;;;;43;31;7;0;0;;;;38;81
"097046";"Mandello del Lario";30;48;7;0;0;;;;55;24;4;0;0;;;;28;83
"097046";"Mandello del Lario";31;41;9;0;0;;;;50;32;11;1;0;;;;44;94
"097046";"Mandello del Lario";32;37;9;0;0;;;;46;30;11;0;0;;;;41;87
"097046";"Mandello del Lario";33;41;10;0;0;;;;51;31;24;1;0;;;;56;107
"097046";"Mandello del Lario";34;33;10;1;0;;;;44;23;18;1;0;;;;42;86
"097046";"Mandello del Lario";35;35;13;2;0;;;;50;27;24;0;0;;;;51;101
"097046";"Mandello del Lario";36;36;15;0;0;;;;51;27;21;1;0;;;;49;100
"097046";"Mandello del Lario";37;19;22;0;0;;;;41;16;26;1;0;;;;43;84
"097046";"Mandello del Lario";38;44;12;0;0;;;;56;15;22;3;0;;;;40;96
"097046";"Mandello del Lario";39;18;15;1;0;;;;34;19;29;2;0;;;;50;84
"097046";"Mandello del Lario";40;30;17;0;0;;;;47;13;24;4;0;;;;41;88
"097046";"Mandello del Lario";41;20;20;0;0;;;;40;16;34;3;0;;;;53;93
"097046";"Mandello del Lario";42;14;30;3;0;;;;47;17;35;2;0;;;;54;101
"097046";"Mandello del Lario";43;18;22;3;0;;;;43;18;20;2;0;;;;40;83
"097046";"Mandello del Lario";44;27;30;1;0;;;;58;20;28;4;1;;;;53;111
"097046";"Mandello del Lario";45;15;26;2;0;;;;43;12;40;1;0;;;;53;96
"097046";"Mandello del Lario";46;17;36;2;0;;;;55;11;38;7;1;;;;57;112
"097046";"Mandello del Lario";47;21;37;3;2;;;;63;17;53;5;2;;;;77;140
"097046";"Mandello del Lario";48;23;39;5;0;;;;67;22;44;5;0;;;;71;138
"097046";"Mandello del Lario";49;33;37;4;0;;;;74;21;50;8;1;;;;80;154
"097046";"Mandello del Lario";50;21;37;2;1;;;;61;15;57;5;0;;;;77;138
"097046";"Mandello del Lario";51;31;61;4;0;;;;96;14;44;7;1;;;;66;162
"097046";"Mandello del Lario";52;31;51;5;1;;;;88;7;53;12;0;;;;72;160
"097046";"Mandello del Lario";53;23;54;6;1;;;;84;10;48;4;1;;;;63;147
"097046";"Mandello del Lario";54;24;44;6;2;;;;76;12;58;6;1;;;;77;153
"097046";"Mandello del Lario";55;25;50;2;0;;;;77;24;43;14;2;;;;83;160
"097046";"Mandello del Lario";56;13;50;9;0;;;;72;15;46;10;2;;;;73;145
"097046";"Mandello del Lario";57;19;45;11;0;;;;75;13;57;13;0;;;;83;158
"097046";"Mandello del Lario";58;19;58;10;2;;;;89;13;61;9;1;;;;84;173
"097046";"Mandello del Lario";59;26;65;8;1;;;;100;15;62;14;4;;;;95;195
