route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,F5SC,LL001186,"LECCO Laorca, Valpozza",LL001186,0,26i_L_N,L001A7,1,1
1,F5SC,LL001187,"LECCO Chiuso, Bergamo",LL001187,1,26i_A_N,L001R2,1,1
1,F5SC,LL001188,"LECCO Laorca, Valpozza",LL001188,0,26i_Fs_N,L001A3,1,1
1,F5SC,LL001189,"LECCO Chiuso, Bergamo",LL001189,1,26i_Fs_N,L001R2,1,1
1,F5SC,LL001190,"LECCO Laorca, Valpozza",LL001190,0,26i_Gs_N,L001A8,1,1
1,F5SC,LL001191,"VERCURAGO Cimitero",LL001191,1,26i_Gs_N,L001R3,1,1
1,F5SC,LL001192,"LECCO Laorca, Valpozza",LL001192,0,26i_Fs_N,L001A2,1,1
1,F5SC,LL001193,"LECCO Chiuso, Bergamo",LL001193,1,26i_Fs_N,L001R2,1,1
1,F5SC,LL001194,"LECCO Laorca, Valpozza",LL001194,0,26i_Gs_N,L001A3,1,1
1,F5SC,LL001195,"LECCO Chiuso, Bergamo",LL001195,1,26i_Gs_N,L001R2,1,1
1,F5SC,LL001196,"LECCO Mazzini",LL001196,0,26i_Fs_N,L001A9,1,1
1,SASC,LL001200,"LECCO Laorca, Valpozza",LL001200,0,26i_A_N,L001A1,1,1
1,SASC,LL001201,"LECCO Chiuso, Bergamo",LL001201,1,26i_B_N,L001R1,1,1
1,SASC,LL001202,"LECCO Laorca, Valpozza",LL001202,0,26i_B_N,L001A2,1,1
1,SASC,LL001203,"LECCO Chiuso, Bergamo",LL001203,1,26i_A_N,L001R2,1,1
1,SASC,LL001204,"LECCO Laorca, Valpozza",LL001204,0,26i_A_N,L001A2,1,1
1,SASC,LL001205,"LECCO Chiuso, Bergamo",LL001205,1,26i_B_N,L001R2,1,1
1,SASC,LL001206,"LECCO Laorca, Valpozza",LL001206,0,26i_B_N,L001A2,1,1
1,SASC,LL001207,"LECCO Chiuso, Bergamo",LL001207,1,26i_A_N,L001R2,1,1
1,SASC,LL001208,"LECCO Laorca, Valpozza",LL001208,0,26i_D_N,L001A3,1,1
1,SASC,LL001209,"VERCURAGO Cimitero",LL001209,1,26i_B_N,L001R3,1,1
1,SASC,LL001210,"LECCO Laorca, Valpozza",LL001210,0,26i_A_N,L001A2,1,1
1,SASC,LL001211,"VERCURAGO Cimitero",LL001211,1,26i_D_N,L001R3,1,1
1,SASC,LL001212,"LECCO Laorca, Valpozza",LL001212,0,26i_B_N,L001A3,1,1
1,SASC,LL001213,"LECCO Chiuso, Bergamo",LL001213,1,26i_A_N,L001R2,1,1
1,SASC,LL001214,"LECCO Quarto",LL001214,0,26i_E_N,L001A4,1,1
1,SASC,LL001215,"LECCO Pescarenico, C. Alberto",LL001215,1,26i_E_N,L001R4,1,1
1,SASC,LL001216,"LECCO Laorca, Valpozza",LL001216,0,26i_C_N,L001A3,1,1
1,SASC,LL001217,"VERCURAGO Cimitero",LL001217,1,26i_B_N,L001R3,1,1
1,SASC,LL001218,"LECCO Quarto",LL001218,0,26i_D_N,L001A5,1,1
1,SASC,LL001219,"LECCO Chiuso, Bergamo",LL001219,1,26i_C_N,L001R2,1,1
1,SASC,LL001220,"LECCO Laorca, Valpozza",LL001220,0,26i_A_N,L001A2,1,1
1,SASC,LL001221,"LECCO Chiuso, Bergamo",LL001221,1,26i_D_N,L001R6,1,1
1,SASC,LL001222,"LECCO Laorca, Valpozza",LL001222,0,26i_B_N,L001A3,1,1
1,SASC,LL001223,"LECCO Chiuso, Bergamo",LL001223,1,26i_A_N,L001R2,1,1
1,SASC,LL001224,"LECCO Laorca, Valpozza",LL001224,0,26i_C_N,L001A2,1,1
1,SASC,LL001225,"LECCO Chiuso, Bergamo",LL001225,1,26i_B_N,L001R2,1,1
1,SASC,LL001226,"LECCO Laorca, Valpozza",LL001226,0,26i_D_N,L001A2,1,1
1,SASC,LL001227,"VERCURAGO Cimitero",LL001227,1,26i_C_N,L001R3,1,1
1,SASC,LL001228,"LECCO Quarto",LL001228,0,26i_A_N,L001A6,1,1
1,SASC,LL001229,"VERCURAGO Cimitero",LL001229,1,26i_D_N,L001R3,1,1
1,SASC,LL001230,"LECCO Laorca, Valpozza",LL001230,0,26i_B_N,L001A2,1,1
1,SASC,LL001231,"VERCURAGO Cimitero",LL001231,1,26i_A_N,L001R5,1,1
1,SASC,LL001232,"LECCO Quarto",LL001232,0,26i_C_N,L001A5,1,1
1,SASC,LL001233,"VERCURAGO Cimitero",LL001233,1,26i_B_N,L001R3,1,1
1,SASC,LL001234,"LECCO Laorca, Valpozza",LL001234,0,26i_D_N,L001A3,1,1
1,SASC,LL001235,"LECCO Chiuso, Bergamo",LL001235,1,26i_C_N,L001R6,1,1
1,SASC,LL001236,"LECCO Laorca, Valpozza",LL001236,0,26i_A_N,L001A3,1,1
1,SASC,LL001237,"VERCURAGO Cimitero",LL001237,1,26i_D_N,L001R3,1,1
1,SASC,LL001238,"LECCO Quarto",LL001238,0,26i_B_N,L001A5,1,1
1,SASC,LL001239,"LECCO Chiuso, Bergamo",LL001239,1,26i_A_N,L001R2,1,1
1,SASC,LL001240,"LECCO Laorca, Valpozza",LL001240,0,26i_C_N,L001A2,1,1
1,SASC,LL001241,"VERCURAGO Cimitero",LL001241,1,26i_B_N,L001R5,1,1
1,SASC,LL001242,"LECCO Laorca, Valpozza",LL001242,0,26i_D_N,L001A3,1,1
1,SASC,LL001243,"LECCO Chiuso, Bergamo",LL001243,1,26i_C_N,L001R2,1,1
1,SASC,LL001244,"LECCO Laorca, Valpozza",LL001244,0,26i_A_N,L001A2,1,1
1,SASC,LL001245,"LECCO Chiuso, Bergamo",LL001245,1,26i_D_N,L001R2,1,1
1,SASC,LL001246,"LECCO Laorca, Valpozza",LL001246,0,26i_B_N,L001A3,1,1
1,SASC,LL001247,"LECCO Chiuso, Bergamo",LL001247,1,26i_A_N,L001R2,1,1
1,SASC,LL001248,"LECCO Laorca, Valpozza",LL001248,0,26i_C_N,L001A2,1,1
1,SASC,LL001249,"VERCURAGO Cimitero",LL001249,1,26i_B_N,L001R3,1,1
1,SASC,LL001250,"LECCO Laorca, Valpozza",LL001250,0,26i_D_N,L001A2,1,1
1,SASC,LL001251,"VERCURAGO Cimitero",LL001251,1,26i_C_N,L001R3,1,1
1,SASC,LL001252,"LECCO Laorca, Valpozza",LL001252,0,26i_A_N,L001A2,1,1
1,SASC,LL001253,"LECCO Chiuso, Bergamo",LL001253,1,26i_D_N,L001R2,1,1
1,SASC,LL001254,"LECCO Quarto",LL001254,0,26i_B_N,L001A5,1,1
1,SASC,LL001255,"VERCURAGO Cimitero",LL001255,1,26i_A_N,L001R3,1,1
1,SASC,LL001256,"LECCO Laorca, Valpozza",LL001256,0,26i_C_N,L001A3,1,1
1,SASC,LL001257,"LECCO Chiuso, Bergamo",LL001257,1,26i_B_N,L001R6,1,1
1,SASC,LL001258,"LECCO Laorca, Valpozza",LL001258,0,26i_D_N,L001A2,1,1
1,SASC,LL001259,"LECCO Chiuso, Bergamo",LL001259,1,26i_C_N,L001R2,1,1
1,SASC,LL001260,"LECCO Quarto",LL001260,0,26i_A_N,L001A5,1,1
1,SASC,LL001261,"VERCURAGO Cimitero",LL001261,1,26i_D_N,L001R3,1,1
1,SASC,LL001262,"LECCO Laorca, Valpozza",LL001262,0,26i_B_N,L001A2,1,1
1,SASC,LL001263,"LECCO Chiuso, Bergamo",LL001263,1,26i_A_N,L001R6,1,1
1,SASC,LL001264,"LECCO Laorca, Valpozza",LL001264,0,26i_C_N,L001A2,1,1
1,SASC,LL001265,"VERCURAGO Cimitero",LL001265,1,26i_B_N,L001R3,1,1
1,SASC,LL001266,"LECCO Laorca, Valpozza",LL001266,0,26i_D_N,L001A3,1,1
1,SASC,LL001267,"LECCO Chiuso, Bergamo",LL001267,1,26i_C_N,L001R2,1,1
1,SASC,LL001268,"LECCO Laorca, Valpozza",LL001268,0,26i_A_N,L001A2,1,1
1,SASC,LL001269,"LECCO Chiuso, Bergamo",LL001269,1,26i_D_N,L001R2,1,1
1,SASC,LL001270,"LECCO Quarto",LL001270,0,26i_B_N,L001A5,1,1
1,SASC,LL001271,"VERCURAGO Cimitero",LL001271,1,26i_A_N,L001R3,1,1
1,SASC,LL001272,"LECCO Laorca, Valpozza",LL001272,0,26i_C_N,L001A2,1,1
1,SASC,LL001273,"LECCO Chiuso, Bergamo",LL001273,1,26i_B_N,L001R6,1,1
1,SASC,LL001274,"LECCO Laorca, Valpozza",LL001274,0,26i_D_N,L001A2,1,1
1,SASC,LL001275,"VERCURAGO Cimitero",LL001275,1,26i_C_N,L001R3,1,1
1,SASC,LL001276,"LECCO Laorca, Valpozza",LL001276,0,26i_A_N,L001A3,1,1
1,SASC,LL001277,"VERCURAGO Cimitero",LL001277,1,26i_D_N,L001R3,1,1
1,SASC,LL001278,"LECCO Laorca, Valpozza",LL001278,0,26i_B_N,L001A2,1,1
1,SASC,LL001279,"LECCO Chiuso, Bergamo",LL001279,1,26i_A_N,L001R2,1,1
1,SASC,LL001280,"LECCO Laorca, Valpozza",LL001280,0,26i_C_N,L001A3,1,1
1,SASC,LL001281,"VERCURAGO Cimitero",LL001281,1,26i_B_N,L001R3,1,1
1,SASC,LL001282,"LECCO Laorca, Valpozza",LL001282,0,26i_D_N,L001A3,1,1
1,SASC,LL001283,"LECCO Chiuso, Bergamo",LL001283,1,26i_C_N,L001R2,1,1
1,SASC,LL001284,"LECCO Laorca, Valpozza",LL001284,0,26i_A_N,L001A2,1,1
1,SASC,LL001285,"LECCO Chiuso, Bergamo",LL001285,1,26i_D_N,L001R2,1,1
1,SASC,LL001286,"LECCO Laorca, Valpozza",LL001286,0,26i_L_N,L001A7,1,1
1,SASC,LL001287,"LECCO Chiuso, Bergamo",LL001287,1,26i_A_N,L001R2,1,1
1,SASC,LL001288,"LECCO Laorca, Valpozza",LL001288,0,26i_Fs_N,L001A3,1,1
1,SASC,LL001289,"LECCO Chiuso, Bergamo",LL001289,1,26i_Fs_N,L001R2,1,1
1,SASC,LL001290,"LECCO Laorca, Valpozza",LL001290,0,26i_Gs_N,L001A8,1,1
1,SASC,LL001291,"VERCURAGO Cimitero",LL001291,1,26i_Gs_N,L001R3,1,1
1,SASC,LL001292,"LECCO Laorca, Valpozza",LL001292,0,26i_Fs_N,L001A2,1,1
1,SASC,LL001293,"LECCO Chiuso, Bergamo",LL001293,1,26i_Fs_N,L001R2,1,1
1,SASC,LL001294,"LECCO Laorca, Valpozza",LL001294,0,26i_Gs_N,L001A3,1,1
1,SASC,LL001295,"LECCO Chiuso, Bergamo",LL001295,1,26i_Gs_N,L001R2,1,1
1,SASC,LL001296,"LECCO Mazzini",LL001296,0,26i_Fs_N,L001A9,1,1
1,F5NS,LL001300,"LECCO Laorca, Valpozza",LL001300,0,26i_A_R,L001A1,1,1
1,F5NS,LL001301,"LECCO Chiuso, Bergamo",LL001301,1,26i_B_R,L001R1,1,1
1,F5NS,LL001302,"LECCO Laorca, Valpozza",LL001302,0,26i_B_R,L001A2,1,1
1,F5NS,LL001303,"LECCO Chiuso, Bergamo",LL001303,1,26i_A_R,L001R2,1,1
1,F5NS,LL001304,"LECCO Laorca, Valpozza",LL001304,0,26i_A_R,L001A2,1,1
1,F5NS,LL001305,"LECCO Chiuso, Bergamo",LL001305,1,26i_B_R,L001R2,1,1
1,F5NS,LL001306,"LECCO Laorca, Valpozza",LL001306,0,26i_B_R,L001A2,1,1
1,F5NS,LL001307,"LECCO Chiuso, Bergamo",LL001307,1,26i_A_R,L001R2,1,1
1,F5NS,LL001308,"LECCO Laorca, Valpozza",LL001308,0,26i_A_R,L001A2,1,1
1,F5NS,LL001309,"VERCURAGO Cimitero",LL001309,1,26i_B_R,L001R3,1,1
1,F5NS,LL001310,"LECCO Laorca, Valpozza",LL001310,0,26i_B_R,L001A3,1,1
1,F5NS,LL001311,"VERCURAGO Cimitero",LL001311,1,26i_C_R,L001R3,1,1
1,F5NS,LL001312,"LECCO Quarto",LL001312,0,26i_C_R,L001A5,1,1
1,F5NS,LL001313,"VERCURAGO Cimitero",LL001313,1,26i_A_R,L001R3,1,1
1,F5NS,LL001314,"LECCO Laorca, Valpozza",LL001314,0,26i_A_R,L001A3,1,1
1,F5NS,LL001315,"LECCO Chiuso, Bergamo",LL001315,1,26i_B_R,L001R2,1,1
1,F5NS,LL001316,"LECCO Laorca, Valpozza",LL001316,0,26i_B_R,L001A2,1,1
1,F5NS,LL001317,"LECCO Chiuso, Bergamo",LL001317,1,26i_C_R,L001R6,1,1
1,F5NS,LL001318,"LECCO Laorca, Valpozza",LL001318,0,26i_C_R,L001A2,1,1
1,F5NS,LL001319,"VERCURAGO Cimitero",LL001319,1,26i_A_R,L001R3,1,1
1,F5NS,LL001320,"LECCO Quarto",LL001320,0,26i_A_R,L001A5,1,1
1,F5NS,LL001321,"LECCO Chiuso, Bergamo",LL001321,1,26i_B_R,L001R2,1,1
1,F5NS,LL001322,"LECCO Laorca, Valpozza",LL001322,0,26i_B_R,L001A2,1,1
1,F5NS,LL001323,"LECCO Chiuso, Bergamo",LL001323,1,26i_C_R,L001R2,1,1
1,F5NS,LL001324,"LECCO Laorca, Valpozza",LL001324,0,26i_C_R,L001A2,1,1
1,F5NS,LL001325,"VERCURAGO Cimitero",LL001325,1,26i_A_R,L001R5,1,1
1,F5NS,LL001326,"LECCO Laorca, Valpozza",LL001326,0,26i_A_R,L001A3,1,1
1,F5NS,LL001327,"VERCURAGO Cimitero",LL001327,1,26i_B_R,L001R3,1,1
1,F5NS,LL001328,"LECCO Quarto",LL001328,0,26i_B_R,L001A5,1,1
1,F5NS,LL001329,"VERCURAGO Cimitero",LL001329,1,26i_C_R,L001R3,1,1
1,F5NS,LL001330,"LECCO Laorca, Valpozza",LL001330,0,26i_C_R,L001A3,1,1
1,F5NS,LL001331,"LECCO Chiuso, Bergamo",LL001331,1,26i_A_R,L001R2,1,1
1,F5NS,LL001332,"LECCO Laorca, Valpozza",LL001332,0,26i_A_R,L001A2,1,1
1,F5NS,LL001333,"VERCURAGO Cimitero",LL001333,1,26i_B_R,L001R5,1,1
1,F5NS,LL001334,"LECCO Laorca, Valpozza",LL001334,0,26i_B_R,L001A3,1,1
1,F5NS,LL001335,"LECCO Chiuso, Bergamo",LL001335,1,26i_C_R,L001R2,1,1
1,F5NS,LL001336,"LECCO Laorca, Valpozza",LL001336,0,26i_C_R,L001A2,1,1
1,F5NS,LL001337,"LECCO Chiuso, Bergamo",LL001337,1,26i_A_R,L001R2,1,1
1,F5NS,LL001338,"LECCO Laorca, Valpozza",LL001338,0,26i_A_R,L001A2,1,1
1,F5NS,LL001339,"VERCURAGO Cimitero",LL001339,1,26i_B_R,L001R3,1,1
1,F5NS,LL001340,"LECCO Quarto",LL001340,0,26i_B_R,L001A5,1,1
1,F5NS,LL001341,"LECCO Chiuso, Bergamo",LL001341,1,26i_C_R,L001R2,1,1
1,F5NS,LL001342,"LECCO Laorca, Valpozza",LL001342,0,26i_C_R,L001A2,1,1
1,F5NS,LL001343,"VERCURAGO Cimitero",LL001343,1,26i_A_R,L001R3,1,1
1,F5NS,LL001344,"LECCO Quarto",LL001344,0,26i_A_R,L001A5,1,1
1,F5NS,LL001345,"LECCO Chiuso, Bergamo",LL001345,1,26i_B_R,L001R6,1,1
1,F5NS,LL001346,"LECCO Laorca, Valpozza",LL001346,0,26i_B_R,L001A2,1,1
1,F5NS,LL001347,"VERCURAGO Cimitero",LL001347,1,26i_C_R,L001R3,1,1
1,F5NS,LL001348,"LECCO Laorca, Valpozza",LL001348,0,26i_C_R,L001A3,1,1
1,F5NS,LL001349,"LECCO Chiuso, Bergamo",LL001349,1,26i_A_R,L001R6,1,1
1,F5NS,LL001350,"LECCO Laorca, Valpozza",LL001350,0,26i_A_R,L001A2,1,1
1,F5NS,LL001351,"VERCURAGO Cimitero",LL001351,1,26i_B_R,L001R3,1,1
1,F5NS,LL001352,"LECCO Quarto",LL001352,0,26i_B_R,L001A5,1,1
1,F5NS,LL001353,"LECCO Chiuso, Bergamo",LL001353,1,26i_C_R,L001R2,1,1
1,F5NS,LL001354,"LECCO Laorca, Valpozza",LL001354,0,26i_C_R,L001A2,1,1
1,F5NS,LL001355,"VERCURAGO Cimitero",LL001355,1,26i_A_R,L001R3,1,1
1,F5NS,LL001356,"LECCO Laorca, Valpozza",LL001356,0,26i_A_R,L001A3,1,1
1,F5NS,LL001357,"LECCO Chiuso, Bergamo",LL001357,1,26i_B_R,L001R6,1,1
1,F5NS,LL001358,"LECCO Laorca, Valpozza",LL001358,0,26i_B_R,L001A2,1,1
1,F5NS,LL001359,"VERCURAGO Cimitero",LL001359,1,26i_C_R,L001R3,1,1
1,F5NS,LL001360,"LECCO Laorca, Valpozza",LL001360,0,26i_C_R,L001A3,1,1
1,F5NS,LL001361,"LECCO Chiuso, Bergamo",LL001361,1,26i_A_R,L001R2,1,1
1,F5NS,LL001362,"LECCO Laorca, Valpozza",LL001362,0,26i_A_R,L001A2,1,1
1,F5NS,LL001363,"VERCURAGO Cimitero",LL001363,1,26i_B_R,L001R3,1,1
1,F5NS,LL001364,"LECCO Laorca, Valpozza",LL001364,0,26i_B_R,L001A3,1,1
1,F5NS,LL001365,"LECCO Chiuso, Bergamo",LL001365,1,26i_C_R,L001R2,1,1
1,F5NS,LL001366,"LECCO Laorca, Valpozza",LL001366,0,26i_Fs_R,L001A3,1,1
1,F5NS,LL001367,"LECCO Chiuso, Bergamo",LL001367,1,26i_A_R,L001R2,1,1
1,F5NS,LL001368,"LECCO Laorca, Valpozza",LL001368,0,26i_Gs_R,L001A2,1,1
1,F5NS,LL001369,"LECCO Chiuso, Bergamo",LL001369,1,26i_Fs_R,L001R2,1,1
1,F5NS,LL001370,"LECCO Laorca, Valpozza",LL001370,0,26i_Fs_R,L001A2,1,1
1,F5NS,LL001371,"VERCURAGO Cimitero",LL001371,1,26i_Gs_R,L001R3,1,1
1,F5NS,LL001372,"LECCO Laorca, Valpozza",LL001372,0,26i_Gs_R,L001A3,1,1
1,F5NS,LL001373,"LECCO Chiuso, Bergamo",LL001373,1,26i_Fs_R,L001R2,1,1
1,F5NS,LL001374,"LECCO Mazzini",LL001374,0,26i_Fs_R,L001A9,1,1
1,F5NS,LL001375,"LECCO Chiuso, Bergamo",LL001375,1,26i_Gs_R,L001R2,1,1
1,SANS,LL001400,"LECCO Laorca, Valpozza",LL001400,0,26i_A_R,L001A1,1,1
1,SANS,LL001401,"LECCO Chiuso, Bergamo",LL001401,1,26i_B_R,L001R1,1,1
1,SANS,LL001402,"LECCO Laorca, Valpozza",LL001402,0,26i_B_R,L001A2,1,1
1,SANS,LL001403,"LECCO Chiuso, Bergamo",LL001403,1,26i_A_R,L001R2,1,1
1,SANS,LL001404,"LECCO Laorca, Valpozza",LL001404,0,26i_A_R,L001A2,1,1
1,SANS,LL001405,"LECCO Chiuso, Bergamo",LL001405,1,26i_B_R,L001R2,1,1
